District,Rainfall,Water_Level,Humidity,Temperature,Wind_Speed,Flood_Occurrence
Erode,0.0,1.05,44.6,36.6,16.2,0
Namakkal,0.0,1.05,56.8,33.2,12.6,0
Nagapattinam,17.11,0.94,74.5,31.9,17.9,0
Tiruvarur,2.31,1.83,91.5,31.5,23.1,0
Nagapattinam,5.8,0.3,76.2,28.9,53.6,0
Pudukkottai,0.36,2.4,79.3,33.4,31.7,0
Tiruvallur,37.82,3.17,77.0,23.6,31.8,0
The Nilgiris,92.76,5.89,69.5,8.0,10.0,0
Perambalur,0.0,1.36,58.5,36.0,9.5,0
Thanjavur,4.63,3.39,66.8,30.4,20.3,0
Theni,18.44,2.54,64.9,22.4,14.5,0
Chengalpattu,15.22,1.61,74.6,31.8,33.1,0
Chengalpattu,18.1,1.1,75.1,34.0,50.0,0
Thanjavur,0.0,2.45,64.1,29.2,14.4,1
Virudhunagar,0.0,1.07,67.4,36.1,25.8,0
Coimbatore,0.0,1.09,40.4,36.7,6.2,0
The Nilgiris,136.16,6.43,100.0,10.0,10.7,1
Dharmapuri,0.0,1.12,57.0,34.6,5.2,0
Dharmapuri,0.0,1.07,40.4,39.6,17.2,0
Karur,17.5,5.41,64.5,40.5,10.3,0
Sivaganga,0.0,0.93,66.8,32.4,10.8,0
Tirupathur,170.29,8.31,100.0,10.2,15.0,1
Dharmapuri,0.0,0.8,60.9,37.2,25.0,0
Ramanathapuram,12.33,2.24,93.0,31.9,23.6,0
Dharmapuri,0.0,0.83,59.8,27.4,7.1,0
Cuddalore,1.56,1.69,75.5,29.8,17.1,0
Tirunelveli,0.0,1.1,51.4,34.1,8.3,0
Ariyalur,9.19,5.83,66.4,36.1,17.2,0
Viluppuram,0.0,1.27,73.7,36.5,82.0,0
Tiruchirappalli,4.28,3.3,65.4,38.6,19.8,1
Theni,30.56,2.14,84.9,14.4,11.8,1
Pudukkottai,8.42,1.18,78.6,32.0,13.9,0
Tirunelveli,0.41,1.11,41.6,33.0,11.8,0
Kanyakumari,7.91,1.57,78.0,32.2,23.9,0
Kanyakumari,1.73,1.6,90.3,36.1,47.3,0
Thoothukudi,133.09,4.72,88.2,25.9,53.6,1
Thoothukudi,23.93,0.91,68.3,27.4,26.0,0
Tiruppur,0.0,1.06,58.2,36.0,30.5,1
Krishnagiri,0.0,1.43,52.6,34.8,7.6,0
Dharmapuri,0.0,1.28,60.7,39.2,10.5,0
Tiruvallur,6.48,1.06,78.9,28.0,21.6,0
Tiruppur,14.58,1.54,61.1,43.2,7.2,0
Kanyakumari,10.84,2.41,90.9,27.6,28.4,0
Ariyalur,0.06,3.51,65.4,27.7,7.8,1
Vellore,0.0,0.96,50.1,30.4,5.8,0
Pudukkottai,3.06,1.48,89.6,31.5,56.9,0
Tiruppur,0.0,1.08,59.7,38.6,22.0,0
Dindigul,84.55,5.01,89.7,19.6,10.5,0
The Nilgiris,29.47,3.08,85.1,17.4,6.4,1
Erode,0.0,1.27,63.5,43.3,17.4,0
Virudhunagar,0.0,0.3,59.5,37.2,5.2,0
Tirupathur,56.55,2.63,77.8,16.8,10.3,1
Ramanathapuram,12.33,1.21,76.9,31.5,34.1,1
Ramanathapuram,171.75,5.4,92.5,25.2,72.5,1
Krishnagiri,0.0,1.02,73.2,40.0,13.2,0
Madurai,0.47,1.2,56.1,39.2,16.0,0
Mayiladuthurai,67.91,3.28,78.3,31.3,26.9,0
Karur,4.93,3.06,83.5,38.0,6.9,0
Tiruvarur,19.27,1.77,75.8,33.0,41.2,0
Dharmapuri,0.0,1.34,47.1,36.7,25.1,0
Chengalpattu,20.87,1.64,68.1,32.2,90.7,0
Vellore,0.0,0.82,72.0,34.4,6.9,0
Tiruvannamalai,0.03,1.63,61.4,30.9,18.3,0
Cuddalore,69.98,2.95,74.6,26.7,56.6,0
Virudhunagar,0.0,1.0,50.3,31.7,5.9,0
Ramanathapuram,9.21,0.82,76.8,30.0,35.4,1
Tirupathur,74.61,3.26,91.0,12.2,11.8,1
Madurai,0.0,0.45,57.7,38.5,15.4,0
Viluppuram,0.0,0.61,63.7,34.2,13.3,0
Sivaganga,0.0,1.23,71.8,36.1,10.5,0
Virudhunagar,0.0,0.72,45.9,37.2,23.1,0
Sivaganga,0.0,0.68,47.0,31.7,17.9,0
Tiruvannamalai,14.41,1.18,67.9,32.8,6.5,0
Tiruvarur,0.28,1.19,80.1,36.1,40.6,0
Erode,0.0,0.86,50.3,34.1,11.9,0
Pudukkottai,8.54,1.27,67.8,34.1,31.4,1
Theni,39.13,3.18,79.5,17.7,5.9,0
Theni,13.13,2.41,82.1,17.2,15.8,0
Tirunelveli,0.0,0.59,73.8,35.5,14.1,0
Pudukkottai,12.38,2.3,72.0,30.3,25.1,0
Tiruvarur,3.98,2.42,72.7,30.9,15.3,0
Virudhunagar,0.0,1.36,55.5,31.2,14.8,0
Ramanathapuram,8.24,1.98,69.8,29.9,14.7,0
Tirunelveli,0.0,0.64,74.9,32.8,16.4,0
Pudukkottai,7.98,2.02,80.4,29.0,35.1,0
Tiruvallur,82.58,3.01,99.8,27.7,61.3,0
Thanjavur,14.49,3.47,85.2,28.1,10.3,0
Virudhunagar,0.0,0.89,67.2,36.7,13.3,1
Krishnagiri,0.0,1.13,59.4,42.1,5.9,0
Ariyalur,4.08,3.7,61.3,31.4,17.2,0
Pudukkottai,39.03,1.92,94.8,24.4,36.2,0
Karur,7.75,2.47,66.1,27.7,16.7,0
Chengalpattu,0.53,0.88,65.7,31.0,14.4,0
Kallakurichi,0.0,1.15,46.5,37.0,5.9,0
Tirupathur,29.31,2.61,77.0,21.3,18.0,0
Madurai,0.0,0.86,70.5,37.4,8.0,1
Krishnagiri,0.0,0.31,63.6,37.4,16.8,0
Chengalpattu,5.78,1.18,80.3,30.4,28.5,0
Madurai,0.0,0.74,59.0,33.7,7.8,0
Dindigul,5.78,2.28,69.6,14.2,4.6,0
Sivaganga,0.0,0.41,61.2,43.0,21.5,0
Sivaganga,0.0,1.32,74.1,32.1,7.1,0
Tiruvallur,3.43,1.96,71.7,32.1,19.2,0
Mayiladuthurai,11.35,1.7,77.5,32.9,27.0,0
Chennai,6.7,2.5,86.0,34.1,19.0,0
Perambalur,0.0,0.74,40.4,34.5,12.1,0
The Nilgiris,47.64,3.4,85.1,13.6,10.9,0
Namakkal,0.0,0.63,53.7,29.4,10.5,0
Mayiladuthurai,70.0,3.95,87.8,27.9,25.7,1
Tenkasi,158.11,7.67,98.0,8.0,54.5,1
Tiruvarur,1.63,1.23,72.3,29.4,18.3,0
Chennai,3.06,2.34,75.3,25.9,21.3,0
Mayiladuthurai,29.48,3.12,75.4,33.1,37.9,0
Madurai,0.0,1.21,43.4,35.1,6.1,0
Tirunelveli,0.0,1.23,60.5,36.4,10.8,0
Namakkal,0.0,1.77,57.5,31.9,22.5,0
Thanjavur,0.77,3.39,58.1,33.9,19.5,0
Tiruvannamalai,2.35,0.82,67.8,27.7,9.1,0
Kallakurichi,0.0,0.48,61.8,36.9,18.1,0
Theni,69.5,4.65,97.8,8.3,8.5,0
Theni,14.9,0.73,82.9,23.7,5.2,0
Sivaganga,0.0,1.29,59.2,29.9,8.4,0
Cuddalore,11.49,1.4,73.9,35.9,91.9,1
Nagapattinam,42.41,4.19,70.4,34.5,21.2,0
Sivaganga,0.0,0.72,58.3,37.1,22.8,0
Thoothukudi,1.29,1.38,67.8,34.2,55.3,0
Vellore,0.0,0.82,45.5,40.0,9.2,1
Sivaganga,0.0,1.01,53.2,37.2,32.2,0
Tirunelveli,0.0,1.33,65.7,34.4,6.5,1
Theni,22.24,2.29,89.8,15.5,14.4,1
Tiruvallur,14.34,2.55,80.6,35.4,24.1,0
Ariyalur,3.53,2.93,73.5,34.4,9.7,0
Viluppuram,0.0,0.79,40.9,36.1,8.4,0
Tirupathur,39.07,1.73,77.9,19.0,7.3,0
Cuddalore,105.47,4.66,89.4,28.2,34.1,0
Tiruppur,0.0,1.21,68.3,35.3,6.7,0
Tiruvarur,6.15,1.37,76.0,28.3,22.6,0
Mayiladuthurai,54.83,4.28,92.4,30.5,75.6,1
The Nilgiris,1.9,2.5,60.5,10.8,4.3,0
Ariyalur,76.68,6.39,80.2,32.3,39.7,1
Tiruvarur,3.54,1.59,84.1,34.9,34.2,0
Dindigul,0.78,1.09,65.0,15.8,12.7,0
Tiruvarur,46.79,3.63,96.0,30.7,53.2,0
Ranipet,0.0,0.9,55.1,39.1,16.4,0
Sivaganga,0.0,0.9,67.9,34.3,21.3,0
Theni,55.31,3.62,78.2,17.5,7.6,0
Viluppuram,0.0,1.38,74.9,33.9,18.7,0
Thoothukudi,26.37,3.09,72.9,31.6,25.6,0
Tiruvannamalai,0.0,1.25,44.5,39.6,55.6,0
Ariyalur,1.91,1.35,81.7,29.6,30.1,0
Tiruvallur,6.57,1.79,84.1,32.4,64.8,0
Perambalur,0.0,1.17,44.6,38.5,13.0,0
Sivaganga,0.0,0.99,45.9,39.8,11.1,0
Perambalur,0.0,0.75,55.4,27.5,12.1,0
Ramanathapuram,4.41,1.73,70.3,38.9,21.0,0
Tirunelveli,0.0,0.62,51.3,36.2,5.5,0
Dharmapuri,0.0,1.75,40.5,33.2,10.9,0
Kallakurichi,0.0,0.38,65.2,35.3,8.1,0
Ranipet,0.0,1.01,49.9,33.5,10.2,0
Namakkal,0.0,1.37,75.0,39.3,8.3,0
Tiruppur,0.0,0.97,74.5,34.0,5.8,0
Kanyakumari,52.33,2.52,82.5,23.3,28.4,0
Viluppuram,0.0,0.77,69.4,35.0,14.2,0
Vellore,0.0,0.96,55.0,30.3,12.8,0
Krishnagiri,0.0,0.76,46.0,32.7,18.0,0
Dindigul,45.68,3.15,96.2,20.6,8.9,1
Sivaganga,0.0,0.3,69.4,29.2,16.7,0
Ramanathapuram,122.79,3.53,96.6,25.3,40.7,0
Viluppuram,10.71,1.63,71.1,37.6,14.4,0
Tenkasi,16.7,3.12,62.1,19.3,35.8,0
Namakkal,0.0,1.01,63.3,32.0,7.5,0
The Nilgiris,95.79,4.95,100.0,15.5,8.1,1
Chengalpattu,3.27,2.37,80.7,28.3,21.2,0
Vellore,0.0,0.95,48.5,33.1,5.7,0
Tiruvarur,42.38,1.57,80.0,29.8,26.6,0
Kallakurichi,0.0,0.93,63.6,41.5,15.9,0
Viluppuram,0.0,0.52,48.9,36.7,18.9,0
Kanyakumari,11.51,2.41,80.2,31.4,29.1,0
Cuddalore,8.91,2.17,74.9,31.9,30.8,0
Tirunelveli,0.0,1.43,57.2,32.3,18.6,0
Kallakurichi,0.0,0.68,59.0,34.7,16.3,0
Tiruvallur,12.49,2.09,73.5,27.8,25.3,0
Ranipet,0.0,0.6,49.5,36.6,7.6,0
Kanyakumari,3.6,1.87,85.7,28.8,35.6,0
The Nilgiris,106.51,5.94,100.0,9.8,19.0,0
Tiruvannamalai,0.0,1.11,64.2,28.5,13.1,0
Nagapattinam,24.41,1.75,87.0,32.7,20.3,0
Tiruvallur,66.41,3.63,73.2,33.0,29.3,0
Namakkal,0.0,0.61,48.2,28.5,5.3,1
Karur,10.48,3.82,71.3,31.0,8.6,0
Ramanathapuram,50.26,3.46,79.3,24.6,60.1,0
Nagapattinam,16.46,1.17,81.3,32.0,16.2,0
Tiruvallur,5.19,2.2,91.3,32.3,20.5,0
Kallakurichi,0.0,0.8,71.4,34.7,9.6,0
Karur,25.18,4.46,76.0,35.8,32.2,1
Dharmapuri,0.0,1.05,66.2,34.5,22.2,0
Nagapattinam,5.0,2.75,90.3,30.8,36.1,0
Chennai,18.2,0.81,87.1,34.8,54.9,0
Perambalur,0.0,1.48,42.6,34.4,40.7,0
Ranipet,0.0,1.47,70.2,36.8,14.4,0
Ranipet,0.0,0.87,58.0,32.8,9.0,0
Ariyalur,13.13,3.03,63.5,29.8,20.7,0
Ramanathapuram,4.29,1.5,70.2,27.5,35.4,0
Namakkal,0.0,0.93,62.9,35.1,17.5,0
Tirunelveli,0.0,1.07,71.5,37.4,9.2,0
Nagapattinam,149.03,5.57,100.0,24.3,60.0,1
Thanjavur,0.03,3.27,56.1,28.7,26.3,0
Dindigul,130.92,5.96,96.8,10.7,15.4,1
Tiruvarur,10.04,1.99,79.3,31.3,25.6,0
Chengalpattu,163.33,5.48,92.2,24.8,58.1,1
Perambalur,0.0,0.81,56.5,33.7,8.1,0
Krishnagiri,0.0,0.78,49.1,34.8,23.6,0
Vellore,18.81,1.76,64.3,32.3,14.8,0
Tiruchirappalli,72.48,4.09,85.0,30.6,21.9,0
Cuddalore,28.07,1.66,84.9,31.0,56.8,0
Salem,0.0,1.01,51.7,36.9,8.7,0
Kanyakumari,0.91,1.38,82.2,34.2,20.5,1
Karur,1.16,4.25,68.4,31.7,20.6,1
Krishnagiri,129.71,2.9,85.0,32.8,20.3,0
Coimbatore,0.0,0.3,48.7,33.9,5.1,0
Viluppuram,0.0,1.26,64.7,34.2,24.4,0
Chennai,19.29,1.01,79.7,31.9,26.5,0
Erode,0.0,0.71,62.8,39.7,7.3,0
Salem,0.0,1.51,44.6,29.5,7.0,0
Kallakurichi,0.0,0.79,50.0,34.1,17.1,0
Pudukkottai,4.72,1.09,71.3,35.2,15.8,0
Kallakurichi,0.0,0.62,64.9,36.4,15.3,0
Mayiladuthurai,3.08,2.1,65.5,29.3,49.0,0
Tirupathur,66.95,4.61,82.3,14.0,13.1,0
Mayiladuthurai,11.01,1.83,88.3,30.6,43.4,0
Salem,0.0,0.56,53.7,34.2,5.8,0
Nagapattinam,31.17,1.59,89.3,26.9,20.3,0
Mayiladuthurai,28.24,1.51,82.0,32.4,23.4,0
Vellore,0.0,0.41,44.7,31.6,6.3,0
Dindigul,0.78,1.7,80.2,19.8,12.0,0
Madurai,0.0,0.3,61.0,28.6,37.1,0
Ramanathapuram,104.82,5.5,89.5,30.5,80.0,1
Ramanathapuram,56.78,1.91,98.1,27.0,53.0,1
Krishnagiri,0.0,0.9,65.5,36.0,19.3,0
Chennai,25.92,2.44,72.7,32.9,35.6,0
Krishnagiri,0.0,0.95,63.8,32.6,12.9,0
Tirunelveli,0.0,1.45,43.1,36.1,7.3,1
Tiruvannamalai,0.0,0.3,62.0,34.3,15.5,0
Karur,0.45,2.37,63.2,29.9,16.0,0
Chengalpattu,0.51,1.89,75.5,29.4,23.1,0
Coimbatore,0.0,0.3,40.7,33.7,10.2,0
Tirupathur,40.36,3.02,79.9,17.1,15.4,1
Chennai,0.3,0.84,86.8,30.0,27.2,0
Ariyalur,16.68,6.06,82.6,29.6,11.5,1
Coimbatore,0.19,1.04,45.8,37.3,6.7,0
Vellore,0.0,0.75,61.1,38.7,5.3,1
Ranipet,0.0,1.89,67.0,38.9,24.0,0
Ramanathapuram,4.84,1.44,70.3,28.8,18.8,1
Theni,72.66,3.48,77.2,8.0,7.0,0
The Nilgiris,6.54,1.3,63.6,13.6,28.2,0
Perambalur,0.0,1.01,51.8,32.4,20.4,0
Ariyalur,0.31,2.95,56.0,32.2,28.6,0
Tiruvarur,6.4,1.98,85.4,28.0,14.0,0
Nagapattinam,12.56,1.19,88.3,25.7,30.7,0
Virudhunagar,0.0,1.34,59.5,38.1,37.8,0
Tiruchirappalli,1.23,3.21,56.4,28.2,11.1,0
Dharmapuri,0.0,0.82,53.8,35.9,6.9,0
Tiruchirappalli,5.17,2.87,55.8,34.9,30.1,0
Tirupathur,28.56,2.48,79.0,24.6,10.5,0
Perambalur,0.0,0.84,72.0,35.0,10.8,0
Krishnagiri,0.0,0.9,73.9,31.1,11.2,0
Viluppuram,0.0,0.72,47.4,43.3,20.6,0
Vellore,0.0,1.69,47.1,34.4,15.9,0
Chennai,12.65,0.58,79.2,27.5,36.2,0
Tiruvarur,34.38,2.01,74.0,28.4,26.2,0
Salem,13.17,0.88,74.7,29.6,25.1,1
Viluppuram,0.0,0.82,53.8,37.0,47.4,0
Ranipet,0.0,0.87,42.4,37.4,17.2,0
Tirupathur,24.23,2.1,75.2,20.5,5.1,0
Coimbatore,0.0,1.45,42.6,36.8,25.5,0
Erode,0.0,1.16,61.6,35.3,7.6,1
Karur,3.56,4.27,61.8,35.3,13.2,0
Tiruvannamalai,0.0,0.86,47.2,36.4,12.0,0
Ranipet,0.0,1.77,46.0,36.0,11.2,0
Tiruppur,0.0,0.79,68.7,26.0,6.0,0
Sivaganga,0.0,0.94,64.9,32.1,7.9,0
Cuddalore,0.13,2.16,82.7,29.1,21.3,0
Pudukkottai,1.66,1.85,80.1,30.4,34.9,0
Tenkasi,70.34,4.15,71.9,14.5,15.3,1
Kanyakumari,44.09,2.12,84.7,30.7,42.4,0
Erode,0.0,0.55,62.2,37.6,8.8,0
Cuddalore,58.97,3.11,83.6,26.2,67.1,0
Chengalpattu,18.35,2.52,89.6,30.7,62.5,0
Tirunelveli,0.0,0.59,41.5,31.0,18.3,0
Pudukkottai,26.12,3.01,69.6,31.9,41.6,0
Tiruppur,0.0,1.25,56.1,34.3,18.9,0
Madurai,0.0,1.12,72.2,36.6,5.1,0
Chennai,10.87,2.24,85.0,37.9,24.5,0
Ranipet,0.0,0.94,54.2,34.6,9.3,0
Mayiladuthurai,8.54,1.88,89.0,30.7,22.1,1
Chennai,0.32,1.95,83.0,32.2,53.4,1
Chennai,12.6,1.66,83.7,26.6,19.2,0
Kallakurichi,0.0,1.3,60.7,35.7,37.6,1
Erode,0.0,0.48,56.3,36.0,28.1,0
Ranipet,0.0,0.85,57.2,32.0,6.0,0
Ramanathapuram,29.95,2.31,88.7,32.6,33.5,0
Cuddalore,5.01,2.13,69.1,37.3,26.8,0
Coimbatore,0.0,1.4,49.7,38.3,23.2,0
Ranipet,0.0,1.0,51.1,34.9,8.7,0
Theni,27.9,2.6,74.7,15.3,7.9,0
Ranipet,0.0,0.89,57.7,33.9,22.4,0
Nagapattinam,5.72,2.19,88.3,30.8,22.5,0
Tirupathur,107.17,5.48,82.0,12.9,15.4,1
Tiruvallur,86.11,4.05,94.3,33.1,31.3,0
Dharmapuri,0.0,0.74,73.6,35.1,23.2,0
Dindigul,10.99,1.36,65.3,20.2,12.8,0
Karur,0.25,3.63,61.2,30.2,28.6,0
Tenkasi,20.63,1.56,71.7,22.5,5.9,0
Virudhunagar,0.0,0.91,72.8,37.5,11.3,0
Cuddalore,4.56,1.61,69.7,30.3,23.4,0
Chengalpattu,1.27,2.03,81.4,24.9,23.6,0
Chennai,11.4,2.05,88.4,33.7,22.3,0
Perambalur,0.0,1.71,71.8,35.5,41.9,0
Tirupathur,80.44,4.17,76.2,20.5,8.7,0
Virudhunagar,0.0,0.96,54.6,28.1,23.9,0
Krishnagiri,0.0,1.42,46.9,34.2,7.8,0
Dindigul,19.44,1.99,70.4,21.2,9.0,1
Coimbatore,0.0,0.94,50.8,33.0,5.1,0
Coimbatore,0.0,1.35,54.3,38.1,8.0,0
Chennai,19.67,2.32,70.2,31.7,18.0,0
Thoothukudi,18.47,2.03,68.2,27.6,104.6,0
The Nilgiris,29.32,2.17,83.9,17.8,17.1,1
Nagapattinam,2.17,1.03,87.1,27.7,44.6,0
Karur,13.3,8.21,86.0,30.3,12.4,0
Vellore,0.0,1.07,58.5,30.8,5.0,0
Tiruppur,0.0,0.91,43.5,34.7,17.2,0
Coimbatore,0.0,0.86,62.7,38.1,23.0,0
Chennai,10.0,1.33,67.8,30.0,21.6,0
Salem,0.0,1.36,64.8,37.6,24.7,0
Tiruvallur,25.92,2.23,87.2,36.0,28.4,0
Pudukkottai,5.26,2.61,80.4,31.1,16.5,0
Kallakurichi,0.0,1.12,65.4,37.1,6.5,0
Ramanathapuram,5.12,1.55,75.5,32.3,25.0,0
The Nilgiris,3.43,0.89,92.7,17.6,13.9,0
Tirupathur,11.96,1.68,84.2,18.8,9.2,0
Pudukkottai,67.72,2.27,86.7,26.7,27.7,0
Tirunelveli,0.0,1.16,43.1,34.0,7.7,0
Virudhunagar,0.0,0.87,66.2,39.4,8.9,0
Ranipet,0.0,0.98,47.3,33.6,11.5,0
The Nilgiris,2.5,1.89,86.8,16.5,27.4,0
Viluppuram,0.0,0.99,45.6,31.9,8.9,0
Ranipet,0.0,1.0,55.3,26.9,20.8,0
Cuddalore,5.82,2.04,77.7,37.2,33.1,1
Tenkasi,22.64,2.11,72.0,20.6,6.6,0
Ramanathapuram,7.45,1.78,75.0,30.1,130.0,0
Thanjavur,66.69,6.62,87.5,32.4,12.8,0
Tiruvarur,38.46,1.84,84.8,31.9,28.2,1
Nagapattinam,68.05,3.24,78.2,28.0,43.8,0
Nagapattinam,4.13,1.78,92.1,32.2,42.7,0
Dharmapuri,0.0,0.5,48.6,28.4,22.7,0
Virudhunagar,0.0,0.61,72.9,35.2,7.0,0
Cuddalore,34.71,2.73,90.0,27.1,18.6,0
Dindigul,23.82,2.09,81.9,22.2,7.1,0
Salem,0.56,1.83,67.5,34.2,23.4,0
Tiruchirappalli,3.13,2.74,72.1,34.1,11.7,1
Erode,0.0,1.37,46.0,30.3,19.4,0
Tirupathur,44.94,3.0,82.3,25.3,10.6,0
Dharmapuri,0.0,1.4,74.3,34.8,15.9,0
Erode,0.0,0.98,53.8,29.4,9.9,0
Tiruvannamalai,0.0,1.0,53.2,34.5,10.6,1
Pudukkottai,19.55,1.86,83.5,30.8,64.2,0
Ariyalur,26.87,5.32,60.1,23.3,29.1,1
Mayiladuthurai,0.04,0.3,84.7,32.1,64.9,0
Erode,0.0,0.73,72.7,38.9,7.1,0
The Nilgiris,6.65,0.96,67.4,18.0,30.5,0
Krishnagiri,23.77,1.44,65.3,33.8,12.4,0
Vellore,0.0,1.01,63.5,37.5,7.7,0
Tiruchirappalli,0.35,4.39,68.8,36.0,16.3,0
Tirunelveli,0.0,0.37,55.4,35.7,7.1,0
Krishnagiri,0.0,0.5,74.4,31.1,12.6,1
Tiruvallur,34.99,3.42,93.1,33.3,19.7,0
Nagapattinam,17.51,0.3,81.0,30.8,18.3,0
Pudukkottai,10.75,1.85,69.1,31.1,20.3,0
Tiruppur,0.0,0.63,54.1,33.6,20.9,0
Cuddalore,0.17,2.14,70.8,29.4,41.6,0
Tenkasi,65.62,4.04,90.6,12.6,8.0,1
Dharmapuri,0.0,0.48,55.9,29.9,13.6,0
Madurai,0.0,1.23,40.8,30.4,11.8,0
Chennai,3.24,2.11,77.9,29.9,19.8,1
Mayiladuthurai,5.38,0.79,87.2,25.0,19.9,0
Tirupathur,8.61,0.87,70.2,17.9,8.2,0
Pudukkottai,67.9,3.5,79.0,28.8,43.4,0
Tirunelveli,0.0,1.4,57.5,42.1,6.5,0
Dindigul,61.36,3.2,70.3,13.4,6.7,0
Virudhunagar,0.0,0.85,55.2,28.4,8.5,0
Pudukkottai,1.71,0.88,89.7,33.6,15.5,0
Tirunelveli,0.0,0.92,45.2,37.7,8.0,0
Nagapattinam,1.92,1.26,81.3,33.9,43.1,0
Ranipet,0.0,1.25,48.9,36.0,6.0,0
Perambalur,17.15,1.33,51.8,30.2,19.0,0
Chennai,0.59,1.97,73.6,31.0,32.7,0
Mayiladuthurai,9.97,1.74,66.9,37.4,33.1,1
Cuddalore,59.57,2.33,87.3,25.5,28.1,0
Chennai,25.11,2.48,90.8,28.6,32.0,0
Tiruvallur,13.72,1.6,74.6,24.0,32.2,0
Pudukkottai,114.0,4.83,81.6,32.3,46.7,0
Salem,0.0,1.43,66.9,32.0,13.7,0
Madurai,0.0,1.08,74.7,36.1,8.8,0
Dindigul,1.56,1.56,86.5,13.8,7.9,0
Tirunelveli,0.0,1.29,59.3,38.3,28.0,0
Ranipet,0.0,0.98,67.8,34.9,19.0,0
Salem,0.0,0.85,72.6,35.1,16.8,0
The Nilgiris,34.11,2.92,86.8,18.1,17.3,0
Cuddalore,56.86,2.31,96.0,32.1,44.4,1
The Nilgiris,102.07,5.83,95.0,15.5,20.8,0
Krishnagiri,0.0,1.37,54.7,34.2,10.3,0
Salem,0.0,0.5,74.0,32.4,6.7,0
Vellore,0.31,0.95,41.0,41.1,9.5,0
Tiruvallur,4.25,1.71,87.6,27.8,21.7,0
Krishnagiri,0.0,1.16,47.9,34.8,15.4,1
Mayiladuthurai,59.68,3.28,78.0,33.4,29.3,0
Thanjavur,31.73,3.37,70.1,31.6,17.6,1
Nagapattinam,50.45,2.58,97.1,29.3,33.1,0
Perambalur,0.0,1.19,54.7,37.8,13.2,0
Vellore,0.0,1.62,52.9,37.4,24.5,0
Virudhunagar,0.0,0.33,65.4,37.5,30.0,0
Vellore,0.0,1.35,72.8,34.6,9.8,0
Sivaganga,0.0,0.61,58.0,33.2,13.4,0
Coimbatore,0.0,0.99,69.8,39.5,5.8,0
Ariyalur,15.86,3.19,63.2,31.9,16.0,0
Thoothukudi,8.49,1.1,66.4,30.6,33.0,0
Erode,0.0,0.43,47.9,30.4,40.6,0
Tiruvannamalai,0.0,0.77,52.3,32.6,7.5,0
Kallakurichi,0.0,0.99,62.5,31.2,7.8,0
Chengalpattu,19.16,2.15,77.4,33.0,34.4,0
Salem,0.0,1.25,52.3,34.8,21.8,0
Pudukkottai,4.25,1.55,71.9,33.1,24.5,0
Ariyalur,26.95,5.84,64.0,32.6,30.9,1
Tiruvannamalai,0.0,0.93,48.5,32.3,8.0,0
Coimbatore,0.0,1.4,49.7,34.2,7.0,0
Tiruchirappalli,2.41,3.32,79.1,30.4,6.9,0
Salem,0.0,0.97,46.4,37.4,17.4,0
Dindigul,34.51,3.07,67.7,17.4,18.2,1
Pudukkottai,3.51,2.03,80.3,30.9,26.4,0
Madurai,0.0,1.14,69.4,32.5,11.6,0
Namakkal,0.0,1.43,59.3,31.7,10.3,0
Kallakurichi,0.0,1.39,51.8,34.9,6.3,0
Tiruvannamalai,0.0,1.18,54.4,38.3,20.8,0
Tirunelveli,0.0,0.86,68.4,38.0,14.5,0
Mayiladuthurai,92.46,3.6,96.4,28.6,37.1,0
Ariyalur,0.05,4.14,78.0,35.5,26.0,0
Cuddalore,13.63,3.02,78.3,25.9,27.8,0
Dharmapuri,0.0,0.92,42.6,31.7,15.5,0
Mayiladuthurai,30.07,2.27,94.2,28.2,27.0,0
Coimbatore,0.0,2.13,72.7,37.6,6.4,0
Nagapattinam,5.53,1.64,84.6,27.7,105.6,0
Kallakurichi,0.0,1.07,55.7,36.6,18.6,1
Dindigul,6.68,2.31,65.5,15.9,9.0,0
Dindigul,30.19,1.44,94.1,22.9,5.8,1
Tenkasi,2.25,2.4,91.1,22.2,8.2,0
Tirunelveli,0.0,0.3,58.7,35.8,8.4,0
Pudukkottai,11.67,1.8,81.4,26.9,27.6,0
Karur,0.15,2.05,70.7,29.2,13.7,0
The Nilgiris,50.29,3.68,87.2,15.5,17.1,0
Tiruvallur,96.3,3.44,84.8,27.8,52.4,0
Perambalur,0.0,1.42,60.7,34.8,8.5,0
Virudhunagar,0.0,1.01,72.3,37.2,13.1,0
Kallakurichi,0.0,0.73,53.5,30.8,9.3,1
Salem,0.0,0.83,71.2,36.6,7.7,0
Pudukkottai,35.96,3.75,80.4,29.7,67.1,0
Krishnagiri,0.0,1.13,68.9,38.2,15.2,0
Thoothukudi,20.18,2.37,89.8,29.2,26.1,1
Salem,0.0,0.91,59.1,33.5,8.7,0
Karur,1.64,3.84,61.6,36.9,7.3,0
Viluppuram,0.0,0.75,41.9,33.5,9.3,0
Viluppuram,0.0,1.09,63.3,38.6,8.5,0
Tiruppur,0.0,1.6,57.6,36.3,9.6,0
Nagapattinam,2.99,2.24,75.9,31.2,15.7,0
Ariyalur,0.5,3.66,68.1,29.2,14.7,0
Pudukkottai,0.28,1.74,84.1,38.4,15.2,0
Cuddalore,43.59,2.6,74.0,27.9,49.7,0
Krishnagiri,0.0,1.25,66.4,36.2,19.3,0
Tirupathur,198.32,9.43,89.0,8.0,14.5,1
Tirupathur,131.35,6.29,73.9,14.1,9.3,1
